SE_T025_004,1.3245,90.1408
SE_T025_005,0.0651,91.6667
SE_T025_002,0.0174,9.9983
SE_T025_003,0.2273,9.997
SE_T025_001,100,100
SE_T002_003,0.003204262,999.417066
SE_T002_002,0.008143796,9998.999
SE_T002_001,10,9996
SE_T139_094,0.0316,97.7273
SE_T025_008,0.0173,9.988
SE_T139_101,0.0251,99.9449
SE_T139_078,0.0726,9.816
SE_T139_103,0.0237,96
SE_T139_102,0.0251,94.5455
SE_T139_105,0.0197,99.3243
SE_T139_104,0.031,99.7567
SE_T129_009,0.02,9.9962
SE_T129_008,0.0329,9.9965
SE_T129_007,0.0505,9.9973
SE_T139_070,0.0227,90
SE_T139_073,0.0266,92.7273
SE_T139_072,0.0407,96.8254
SE_T129_003,0.0542,99.1894
SE_T129_002,100,99.9742
SE_T129_001,100,100
SE_T139_076,0.0201,9.9379
SE_T094_002,0.0767,99.7164
SE_T094_003,0.2836,99.9233
SE_T094_001,100,100
SE_T139_095,0.0166,96.4286
SE_T080_001,100,100
SE_T080_003,100,99.9711
SE_T080_002,0.0289,9.9961
SE_T139_057,0.0339,94.6043
SE_T139_007,0.0324,9.8901
SE_T139_055,0.027,9.9806
SE_T150_008,0.0173,9.988
SE_T139_116,0.0428,9.9939
SE_T139_117,0.0197,92.1053
SE_T139_114,0.02,94.3182
SE_T053_002,10.0418,99.5851
SE_T139_112,0.0363,9.9943
SE_T139_113,0.0355,98.75
SE_T139_068,0.0222,97.2067
SE_T139_069,0.0299,93.6
SE_T139_066,0.0358,9.9738
SE_T139_053,0.0297,91.9192
SE_T139_064,0.043,9.9711
SE_T139_065,0.0249,95.0311
SE_T139_062,0.0387,9.9855
SE_T139_063,0.0329,92.6829
SE_T059_001,100001.2931,99992.35788
SE_T139_119,0.0349,9.9859
SE_T182_005,0.0521,9.997
SE_T182_001,100,100
SE_T108_005,0.0441,9.9954
SE_T004_001,100,100
SE_T004_003,0.0407,98.272
SE_T004_002,1.728,99.9593
SE_T182_007,0.0271,9.9891
SE_T139_013,0.0319,95.5556
SE_T108_001,100,100
SE_T139_115,0.0363,93.4718
SE_T056_002,0.0505,93.3333
SE_T099_002,0.0456,99.7868
SE_T135_004,0.0114,9.9978
SE_T135_005,0.0722,9.9981
SE_T135_006,0.0072,9.9962
SE_T135_007,0.0399,9.9982
SE_T135_001,100,100
SE_T135_002,100,99.9278
SE_T135_003,100,99.6377
SE_T139_109,0.0197,98.75
SE_T099_005,0.0352,9.9948
SE_T139_110,0.0295,91.3793
SE_T139_017,0.0426,95.4545
SE_T139_111,0.0379,9.8777
SE_T108_008,0.8,99.1338
SE_T139_016,0.0159,97.1795
SE_T139_093,0.0191,9.9738
SE_T050_010,0.4941,90
SE_T050_013,0.0343,9.9963
SE_T050_012,0.0316,9.9977
SE_T139_097,0.0223,93.3333
SE_T139_096,0.0201,92.4731
SE_T078_002,0.159,95.3271
SE_T078_003,10,99.841
SE_T139_099,0.0191,9.9899
SE_T139_098,0.0135,93.75
SE_T005_011,0.0193,9.9992
SE_T099_004,0.0368,94.6188
SE_T139_019,0.0249,97.1795
SE_T139_018,0.0159,92.3077
SE_T139_081,0.0531,98.3333
SE_T099_003,0.0968,99.789
SE_T139_012,0.0266,9.9707
SE_T139_011,0.0251,9.9548
SE_T139_010,0.0295,96.1538
SE_T099_007,0.0303,9.9467
SE_T099_006,0.0332,9.9834
SE_T139_015,0.036,9.9698
SE_T139_014,0.047,90.4762
SE_T013_005,0.0099,91.1438
SE_T013_004,0.0044,99.5567
SE_T013_007,0.0067,9.9974
SE_T013_006,0.0085,9.9136
SE_T099_001,100,100
SE_T139_060,0.0358,9.9932
SE_T013_003,0.0078,99.96
SE_T013_002,0.039,99.9822
SE_T056_017,0.0372,9.9944
SE_T056_016,0.0406,9.9949
SE_T056_015,0.0404,9.9962
SE_T056_014,0.0844,9.997
SE_T056_013,0.1143,9.9961
SE_T013_008,0.0089,9.9979
SE_T013_001,100,100
SE_T056_010,0.0635,9.9942
SE_T139_023,0.0455,9.915
SE_T050_014,0.0261,9.9972
SE_T050_006,0.0286,9.9973
SE_T050_007,0.0142,9.9949
SE_T050_004,0.0232,9.9941
SE_T050_005,0.0239,9.9832
SE_T050_002,0.1572,9.9972
SE_T050_003,0.2445,9.9949
SE_T139_086,0.0251,98.2301
SE_T050_001,100,100
SE_T139_088,0.0251,98.2301
SE_T139_089,0.0264,98.0874
SE_T145_001,100,100
SE_T050_008,0.0317,9.9937
SE_T050_009,0.2227,9.9988
SE_T139_008,0.0195,91.6667
SE_T139_009,0.0349,91.6667
SE_T083_001,10000,9999
SE_T129_010,0.0258,90.0836
SE_T139_100,0.0257,99.9451
SE_T139_001,100,100
SE_T139_002,0.0194,98.5915
SE_T139_003,0.0236,94.1176
SE_T057_001,10000,99978
SE_T139_005,0.0282,92.8571
SE_T139_006,0.032,94.1176
SE_T056_012,0.1156,9.9963
SE_T139_074,0.0338,92.7273
SE_T145_002,0.014,9.9979
SE_T056_008,0.042,9.9935
SE_T056_011,0.1161,9.9972
SE_T182_002,0.0352,95.3488
SE_T056_005,0.0441,9.9941
SE_T056_006,0.0407,9.9958
SE_T056_007,0.0732,9.996
SE_T182_006,0.04,9.9956
SE_T056_001,100,100
SE_T182_004,0.141,9.9839
SE_T056_003,0.0384,9.9966
SE_T139_118,0.0319,9.9548
SE_T139_107,0.0334,9.9559
SE_T139_106,0.0354,91.6667
SE_T139_052,0.0229,9.9788
SE_T139_071,0.0222,96.7033
SE_T005_019,0.012,9.758
SE_T005_018,0.0168,9.9698
SE_T056_009,0.0165,9.994
SE_T005_013,0.0076,9.9939
SE_T005_012,0.0193,9.9952
SE_T139_067,0.0222,97.8261
SE_T005_010,0.0229,9.9987
SE_T005_017,0.0196,9.9808
SE_T129_005,0.1248,9.9961
SE_T005_015,0.0407,98.272
SE_T005_014,0.0076,9.8965
SE_T139_047,0.0398,9.9841
SE_T139_039,0.0392,9.9626
SE_T139_038,0.0304,9.985
SE_T150_002,0.0174,9.9983
SE_T139_035,0.038,97.2376
SE_T139_034,0.039,99.6466
SE_T139_037,0.0253,94.5946
SE_T139_036,0.0253,95.1071
SE_T139_031,0.1122,9.9631
SE_T139_030,0.0761,9.9502
SE_T139_033,0.0495,9.9502
SE_T139_032,0.0194,9.9815
SE_T139_080,0.0506,92.5926
SE_T129_004,0.4035,90
SE_T139_077,0.0201,9.9379
SE_T099_008,0.0312,99.3985
SE_T139_092,0.0191,99.1464
SE_T108_007,0.8662,97.0588
SE_T139_075,0.0266,9.9662
SE_T129_006,0.0575,9.9954
SE_T081_001,100,100
SE_T081_002,0.047,9.9965
SE_T081_003,100,99.953
SE_T005_008,0.0195,9.998
SE_T005_009,0.0153,9.9994
SE_T108_006,0.0356,9.9338
SE_T139_079,0.0287,97.8261
SE_T076_002,0.0756,9.9975
SE_T076_003,100,99.9244
SE_T108_002,0.8662,99.2
SE_T076_001,100,100
SE_T005_016,0.0234,9.9539
SE_T005_001,100,100
SE_T005_002,1.728,99.9593
SE_T005_003,0.0138,9.9853
SE_T005_004,0.0147,9.9654
SE_T005_005,0.0112,9.9533
SE_T005_006,0.0122,9.8376
SE_T005_007,0.0146,9.9966
SE_T139_022,0.0131,98.3333
SE_T157_001,0.0007,0.832
SE_T139_020,0.0227,9.9662
SE_T139_021,0.0892,9.7561
SE_T139_026,0.0197,94.7368
SE_T139_027,0.0294,9.9698
SE_T139_024,0.0131,91.6667
SE_T139_025,0.0276,90.9091
SE_T139_028,0.0243,92.9577
SE_T139_029,0.0201,94.4
SE_T139_082,0.0287,97.8261
SE_T150_003,100,99.9826
SE_T056_004,0.0501,9.9968
SE_T150_001,100,100
SE_T139_083,0.035,93.3333
SE_T150_007,0.0163,9.9941
SE_T150_006,0.0214,9.9983
SE_T150_005,0.1244,95.729
SE_T150_004,10.0414,99.5475
SE_T007_011,0.0174,9.9985
SE_T007_010,0.0195,9.9988
SE_T007_013,0.0095,9.9946
SE_T007_012,0.0076,9.9976
SE_T139_050,0.039,99.1837
SE_T050_011,0.0139,9.997
SE_T139_085,0.0264,98.2301
